1,411,740,6329548
2,12,427,21159418
3,987,181,37526863
4,469,958,47362055
5,570,879,60617024
6,662,786,61193894
7,783,375,82738109
8,54,340,99966994
9,842,690,103433440
10,692,614,168835903
11,249,986,182872942
12,128,669,213575587
13,589,909,217462016
14,628,944,218597717
15,989,287,235540267
16,282,168,244509215
17,131,812,327295295
18,932,33,339191522
19,821,661,344834709
20,96,896,394396596
21,246,253,421669632
22,341,17,423903554
23,860,160,439870943
24,800,861,440999493
25,974,541,451052765
26,414,153,481423771
27,689,506,499938053
28,99,979,506700369
29,471,431,516466789
30,190,53,534515535
31,599,924,554319324
32,686,110,575119752
33,862,484,591454909
34,594,568,596879572
35,239,283,602587351
36,273,187,607372949
37,495,465,641371592
38,949,116,659239640
39,996,740,695609977
40,988,529,722192598
41,679,760,735882936
42,604,261,776780838
43,598,596,779874652
44,101,202,811961845
45,672,260,838398412
46,200,606,839824226
47,219,586,844616349
48,685,446,874686206
49,473,68,887441686
50,860,194,912562210
51,264,447,922089281
52,409,613,952691730
53,789,144,955922775
54,603,350,959098539
55,737,696,986901413
56,980,127,1006216276
57,350,58,1012444784
58,41,856,1014508458
59,865,91,1034918985
60,34,220,1064224360
61,587,142,1072767300
62,480,241,1092322830
63,717,614,1107252418
64,277,449,1114519627
65,857,672,1122807670
66,435,269,1124427662
67,794,564,1136700167
68,629,738,1160387108
69,230,734,1165829959
70,463,552,1172735175
71,990,287,1172904922
72,85,866,1184149787
73,51,550,1184206975
74,699,769,1220246043
75,546,701,1234257658
76,506,46,1255351708
77,120,989,1258042895
78,994,554,1262518118
79,686,156,1276965116
80,588,277,1279861109
81,67,703,1367940909
82,551,691,1427610640
83,978,196,1431743464
84,513,775,1439600160
85,263,256,1469423029
86,272,75,1490227193
87,301,579,1565169321
88,293,954,1606092197
89,75,569,1637835081
90,864,750,1704522588
91,471,156,1718106603
92,727,934,1723927252
93,220,740,1733931450
94,233,72,1744139762
95,14,631,1756645943
96,426,125,1758646431
97,178,886,1764289951
98,505,486,1770114675
99,442,426,1783674221
100,860,991,1787905551
101,561,973,1789562760
102,12,100,1790434776
103,302,193,1806756871
104,150,682,1818196673
105,723,349,1828937862
106,6,435,1847219229
107,223,753,1872009504
108,453,753,1872409211
109,324,13,1905929977
110,162,297,1927555029
111,614,509,1943516186
112,287,688,1949560470
113,357,767,1964499587
114,285,344,1969817003
115,968,923,1989372516
116,210,743,2028369726
117,653,954,2031777945
118,758,736,2038074090
119,860,444,2046301885
120,383,806,2108857722
121,750,4,2154034834
122,254,869,2165527845
123,179,797,2168648756
124,59,865,2171812351
125,684,672,2205452429
126,367,307,2230090892
127,127,806,2232046662
128,584,648,2234584429
129,336,220,2248696383
130,720,465,2321318115
131,770,39,2322661623
132,306,366,2353850035
133,913,631,2380740033
134,363,580,2390194530
135,314,556,2415762609
136,315,751,2418202390
137,514,594,2419688975
138,663,241,2426401082
139,348,364,2429572273
140,687,451,2449037192
141,505,153,2462482942
142,318,84,2564493389
143,164,786,2568477484
144,884,196,2600833417
145,647,74,2635404062
146,205,739,2658170843
147,633,373,2671172777
148,696,749,2681927048
149,719,531,2685426265
150,82,990,2761021021
151,550,735,2770487771
152,166,972,2778190598
153,992,980,2787305013
154,227,996,2798277758
155,882,941,2808531866
156,452,52,2848906972
157,705,759,2850480155
158,662,966,2897351737
159,77,716,2897567827
160,209,429,2918729760
161,140,375,2958122809
162,42,483,2970790842
163,339,470,2971274353
164,509,542,2971676147
165,163,1000,2984263553
166,387,774,2992351058
167,907,484,3002146408
168,822,559,3023039501
169,659,980,3037944968
170,969,83,3075569803
171,240,479,3080552813
172,876,605,3082740407
173,614,614,3116106452
174,443,749,3127544155
175,344,642,3127840120
176,52,624,3147457370
177,222,590,3152228904
178,643,736,3155049837
179,976,683,3159909910
180,472,211,3168996817
181,431,642,3171944722
182,672,813,3191591646
183,298,592,3195031316
184,395,722,3238226099
185,968,498,3282750673
186,469,922,3286532463
187,589,989,3288286670
188,559,384,3302836977
189,937,26,3326145222
190,327,711,3351109697
191,636,878,3403187099
192,704,268,3418505229
193,834,529,3476545575
194,142,481,3490325159
195,978,654,3538250680
196,981,282,3572107438
197,109,685,3626404267
198,985,383,3664745428
199,368,39,3685707386
200,438,187,3696692791
201,181,79,3708039803
202,687,714,3775525818
203,726,501,3823820099
204,230,174,3828109186
205,558,685,3831927664
206,372,633,3835530083
207,120,83,3863248014
208,535,854,3863759382
209,54,130,3864400584
210,714,651,3879476551
211,717,535,3977803958
212,349,429,3998931591
213,291,457,4044103628
214,181,483,4056716787
215,117,558,4057347386
216,78,605,4080938671
217,116,453,4109998866
218,535,865,4122344556
219,741,496,4146543339
220,963,869,4179341858
221,147,466,4180810874
222,101,906,4202488524
223,988,749,4204052316
224,413,719,4220181340
225,853,83,4231133992
226,354,543,4263449026
227,741,393,4341521244
228,38,405,4343941393
229,579,791,4357748402
230,341,65,4359462803
231,312,699,4374748180
232,367,481,4404592267
233,382,635,4410622812
234,435,194,4444675742
235,365,744,4464582108
236,552,382,4492345736
237,689,599,4506694527
238,537,282,4533835206
239,44,407,4551886204
240,720,626,4562059322
241,821,698,4578777740
242,639,453,4587418456
243,158,130,4593435143
244,969,766,4626555347
245,314,263,4641084773
246,572,745,4666437409
247,80,231,4707195918
248,859,343,4709621512
249,258,853,4712621581
250,405,795,4725024484
251,804,864,4727384309
252,956,587,4773848176
253,154,427,4782577599
254,228,360,4803481015
255,337,185,4804600049
256,114,949,4806768503
257,843,763,4843481004
258,255,687,4843563697
259,828,479,4852701919
260,548,456,4883170527
261,401,149,4889516025
262,613,327,4892408757
263,730,135,4953097169
264,986,519,4966121272
265,468,594,4978529534
266,661,125,4987365861
267,19,66,4988582212
268,214,754,5016670043
269,242,305,5055659455
270,264,779,5055749407
271,697,413,5065937543
272,911,373,5076080411
273,971,49,5077927915
274,372,406,5166278360
275,182,753,5171391016
276,718,423,5231299709
277,264,373,5254175506
278,958,979,5279199166
279,17,757,5303632102
280,140,122,5354524122
281,581,725,5371836731
282,887,277,5415372851
283,494,936,5430153651
284,636,730,5448409834
285,960,526,5528103031
286,676,128,5562688526
287,739,341,5564089619
288,4,565,5569707041
289,816,469,5572788174
290,228,467,5581059746
291,752,611,5607776406
292,894,327,5616652536
293,926,315,5620424245
294,774,924,5698460438
295,464,412,5704124268
296,508,531,5716331456
297,139,170,5719090433
298,966,499,5742261573
299,314,396,5750441533
300,262,469,5801099828
301,702,523,5802551425
302,248,889,5819246819
303,936,452,5822342003
304,449,25,5833032876
305,288,431,5849836969
306,330,118,5883402708
307,963,118,5903087098
308,194,896,5944403546
309,839,643,5960425355
310,296,515,5975095342
311,305,330,5981062344
312,483,871,6032099836
313,356,972,6058051130
314,19,94,6071208102
315,917,696,6084539987
316,11,236,6097599428
317,113,801,6101912679
318,433,731,6109444859
319,889,89,6124405643
320,113,802,6151451290
321,584,774,6153588731
322,772,300,6185482594
323,261,537,6186391724
324,930,789,6236740327
325,788,459,6244377599
326,979,336,6272567374
327,472,136,6284915249
328,390,22,6310697517
329,791,462,6325698280
330,510,875,6325881748
331,156,886,6354441904
332,428,604,6377120879
333,898,316,6398005972
334,774,786,6402783850
335,817,795,6403119365
336,962,514,6416374272
337,135,622,6438532936
338,894,666,6448664366
339,246,123,6477031656
340,835,297,6503476762
341,93,89,6508177221
342,365,34,6599607277
343,777,698,6626317707
344,115,194,6648691168
345,661,630,6658421378
346,384,777,6693549329
347,221,65,6730475964
348,254,494,6734876352
349,409,794,6759227927
350,566,115,6759330320
351,21,520,6763346779
352,220,6,6791479574
353,418,553,6803003664
354,142,407,6803576704
355,858,692,6829372510
356,645,284,6837203376
357,161,887,6846818739
358,269,658,6849000606
359,176,951,6863551755
360,213,648,6909548855
361,725,616,6924899381
